Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,View,Price
556,2450,5,3,2,1994,2,2,0,0,525000
557,3610,3,3,2,2003,2,2,1,0,777000
558,2250,4,2,1,1956,3,4,1,0,550000
559,1240,3,2,1,1957,3,3,0,0,523000
560,2260,4,2,1,1958,2,2,1,0,628000
561,2090,4,2,1,1963,3,3,1,0,581000
562,2020,5,2,1,1962,2,2,1,0,245000
563,1960,3,2,1,1911,2,4,1,0,415000
564,3120,5,2,2,1969,3,3,0,0,1895000
565,1250,3,2,1,1967,0,2,0,0,225000
566,1490,3,2,1,1987,1,3,1,0,287000
567,2890,6,3,2,1906,2,2,1,0,799200
568,1900,3,1,2,1942,0,3,0,0,239950
569,1680,3,2,1,1922,2,4,1,0,591000
570,2030,3,2,2,1975,3,3,0,0,700000
571,3740,4,2,1,2004,1,2,1,0,475000
572,1580,3,2,1,1951,2,3,1,0,575000
573,1780,3,2,2,1927,2,3,1,0,771000
574,910,2,1,1,1943,2,2,0,0,155000
575,3440,7,4,2,1970,2,2,0,0,550000
576,1740,3,2,2,1975,3,3,0,0,645000
577,3400,5,2,1,1959,1,3,1,0,464000
578,4400,4,3,2,2003,3,2,0,0,1050000
579,2010,3,2,2,1977,2,2,0,0,350000
580,2710,4,2,2,1977,3,3,0,0,591000
581,5300,4,2,2,1923,2,1,1,2,2555000
582,1310,3,2,1,1956,2,2,1,0,717000
583,1950,4,2,2,1939,0,2,0,0,225000
584,1040,3,1,1,1947,2,2,0,0,225000
585,1090,3,2,1,1968,2,2,0,0,345000
586,650,2,1,1,1931,2,3,0,0,230000
587,1480,3,2,1,1943,2,2,1,2,385000
588,790,2,1,1,1973,2,2,0,0,90000
589,3560,4,2,1,1986,3,2,1,2,860000
590,3000,4,2,2,2006,3,2,0,0,675000
591,3490,4,2,2,2000,3,2,0,3,975000
592,2340,3,2,1,1967,3,3,0,0,780000
593,1650,3,2,1,1951,1,4,1,0,370000
594,1940,3,2,2,1944,2,4,1,0,665000
595,3410,5,3,1,1968,3,3,1,0,675000
596,1710,3,1,2,1909,2,2,0,0,620000
597,2740,4,2,2,1905,2,4,1,0,1105000
598,1250,3,3,2,2010,2,2,1,0,450000
599,2450,3,2,1,1978,0,3,0,0,450000
600,1690,3,2,1,1958,3,3,0,0,530000
601,1950,4,2,1,1969,3,3,1,0,635000
602,2290,5,2,1,1964,3,2,1,0,580000
603,3370,5,3,1,1982,3,4,1,2,1550000
604,1090,3,1,1,1973,1,3,0,0,285000
605,1190,3,1,1,1953,2,3,0,0,375000
606,3530,5,4,2,2001,3,2,0,0,1400000
607,1440,3,1,2,1910,2,2,0,0,560000
608,2180,4,2,1,1956,2,2,1,0,405000
609,1410,4,1,1,1925,2,2,1,0,413000
610,1950,3,2,2,1990,0,2,0,0,287600
611,4860,5,3,2,1989,3,3,1,2,1680000
612,1660,3,1,1,1963,0,2,1,0,225000
613,1390,3,1,1,1968,3,3,0,0,319000
614,1350,3,2,1,1989,1,2,0,0,322500
615,1530,3,2,1,1937,2,3,0,0,570000
616,1270,3,2,1,1950,2,2,0,0,465000
617,2140,4,2,2,2002,2,2,0,0,435000
618,2040,4,2,2,2012,1,2,0,0,502000
619,2876,3,4,2,2007,3,2,1,0,525000
620,1580,3,2,2,2008,2,2,1,0,525000
621,3400,4,4,2,2012,2,2,0,0,660000
622,3520,4,2,2,2006,2,2,1,0,870000
623,2210,4,2,2,2013,2,2,0,0,650000
624,2790,4,2,2,2009,1,2,0,0,505000
625,1450,3,2,1,2007,2,2,1,0,330000
626,1620,4,2,1,1947,2,3,1,0,385000
627,1220,3,2,3,2007,2,2,0,0,306000
628,2000,3,2,1,1921,2,3,1,0,546000
629,2190,4,2,2,1958,3,4,0,0,925000
630,1900,4,2,1,1955,3,3,1,0,542000
631,1700,3,1,2,1906,2,3,0,0,800000
632,2540,5,2,2,1929,2,4,1,0,620000
633,1170,2,1,1,1911,0,2,0,2,175000
634,5774,5,5,1,1984,0,2,1,2,740000
635,2120,3,2,2,1984,1,2,0,0,345000
636,2170,3,2,1,1986,3,2,1,0,510000
637,2450,4,3,1,1974,2,4,0,0,530000
638,700,2,1,1,1952,1,4,0,0,155000
639,1780,3,2,1,1986,0,3,1,0,266000
640,1850,3,2,1,1952,0,3,1,0,257200
641,1570,3,2,1,1998,0,2,0,0,265000
642,1290,3,1,1,1951,2,2,1,0,372220
643,1700,5,2,1,1956,2,2,1,0,337500
644,1159,2,2,1,1948,2,2,0,0,582500
645,1850,3,3,2,1965,2,4,0,0,489200
646,840,2,1,1,1947,2,2,0,0,405100
647,1690,3,2,2,2014,2,2,1,0,372977
648,1050,3,1,1,1953,1,2,0,0,310000
649,1400,3,2,2,1904,2,3,1,0,538000
650,2550,3,2,2,1981,2,2,0,2,1400000
651,1840,3,2,2,2012,1,2,0,0,317000
652,2360,3,2,2,1926,2,4,1,0,702500
653,2240,4,2,2,1989,3,3,0,0,565000
654,2700,4,2,2,2004,2,2,0,0,723000
655,3030,3,2,2,1992,3,3,0,0,766950
656,1830,3,2,2,1903,2,4,0,2,682000
657,2220,3,2,2,1990,0,3,0,0,325000
658,2090,3,2,1,1962,1,2,1,0,543000
659,1600,3,2,2,1924,2,2,0,0,525000
660,2010,4,2,1,1957,1,3,1,0,364000
661,830,2,1,1,1955,2,2,0,0,394475
662,2010,4,2,2,1995,0,2,0,0,316000
663,1050,3,1,2,1906,2,3,0,0,339950
664,2150,4,2,1,1978,3,2,1,0,486000
665,860,3,1,1,1963,0,3,0,0,160000
666,3100,3,2,1,1954,1,2,0,0,930000
667,1100,3,1,1,1978,0,2,0,0,139000
668,1830,3,2,1,1957,3,3,0,0,562000
669,1250,2,2,1,1950,0,3,0,0,299000
670,1820,3,2,2,2005,1,2,0,0,511000
671,2090,3,2,2,1959,2,2,0,0,499000
672,2100,3,4,2,1980,0,2,0,0,356000
673,2310,4,2,2,1991,1,2,0,0,470000
674,2060,4,2,1,1941,2,4,1,0,715000
675,4470,4,2,2,1988,3,2,0,0,1120000
676,1660,3,1,1,1940,2,3,1,0,458000
677,3810,5,4,2,2008,3,2,0,0,966000
678,2110,3,2,2,1966,1,3,0,0,305495
679,2370,2,2,2,1992,2,2,1,0,543000
680,1970,3,2,2,1997,1,2,0,0,340000
681,2470,4,2,2,1993,3,2,0,0,633100
682,1480,3,1,1,1952,1,2,0,0,310000
683,2257,5,3,1,2005,0,2,1,0,349950
684,700,2,1,1,1949,1,3,0,0,267800
685,1630,4,2,1,1975,0,3,1,0,234000
686,3430,4,2,2,2000,2,2,0,0,740000
687,2220,5,2,2,1923,2,2,1,0,607500
688,1340,3,2,1,1973,0,3,0,0,223000
689,980,2,1,1,1918,2,3,1,0,400000
690,2580,3,2,2,1986,3,2,0,0,802000
691,2230,4,2,2,2006,0,2,0,0,253000
692,2290,4,2,1,1955,3,3,0,0,1058000
693,1260,3,1,1,1946,2,2,0,0,300000
694,1680,4,3,1,1966,3,3,0,0,625000
695,3200,4,3,2,2004,3,2,0,0,707000
696,3320,4,2,2,1995,3,2,0,0,950000
697,3040,4,2,2,1999,0,2,0,0,420000
698,2270,4,3,1,1973,2,3,1,0,498000
699,2910,3,2,2,1989,0,2,0,0,450000
700,2510,5,2,2,1972,3,2,0,0,955000
701,1240,2,1,1,1967,0,2,0,0,215000
702,2580,3,3,2,2008,1,2,0,0,437000
703,2470,3,3,2,2007,2,2,0,0,773000
704,4910,4,4,2,2007,3,2,1,0,1222500
705,1690,3,2,2,2003,0,2,0,0,256883
706,2240,4,2,1,1983,3,2,0,0,592500
707,1650,3,2,1,1979,1,2,1,0,252350
708,2710,4,2,2,1998,0,2,0,0,370000
709,1260,3,2,1,1959,3,2,0,0,465750
710,1150,3,1,1,1932,2,2,0,0,185000
711,2550,4,3,1,1986,3,2,1,0,582800
712,1490,3,2,1,1990,0,3,0,0,245000
713,2020,4,2,1,1963,1,3,1,0,302000
714,1320,2,1,1,1912,2,2,0,1,451555
715,1230,3,1,1,1957,1,3,0,0,250000
716,2070,4,2,2,1989,0,2,0,0,255000
717,2930,4,2,1,1947,2,2,1,3,840000
718,1090,3,1,1,1967,0,2,0,0,190000
719,1400,3,1,1,1957,2,2,0,0,349950
720,1550,4,2,2,1909,2,2,0,0,613000
721,1220,3,1,1,1955,1,3,0,0,300000
722,1870,3,2,1,1980,2,2,1,0,455000
723,2150,3,2,2,1991,0,2,0,0,335000
724,980,3,1,2,1903,2,2,0,0,197500
725,1490,3,2,1,1963,3,3,0,0,412500
726,1120,3,2,1,1955,3,2,0,0,395300
727,1180,3,2,2,1986,1,2,0,0,342400
728,3240,4,2,2,1985,3,2,0,0,749400
729,2150,4,2,2,1991,0,3,0,0,316500
730,2240,3,2,2,1996,1,2,0,0,390000
731,1400,3,2,1,1979,1,2,1,0,225000
732,1980,3,2,1,1980,3,3,0,0,550000
733,1330,3,1,2,1959,1,2,0,0,280000
734,3200,4,2,2,2006,2,2,0,0,1255000
735,1490,2,1,1,1946,2,2,1,0,575000
736,3920,5,4,2,1990,3,2,1,0,1000000
737,2000,5,2,2,1921,2,3,0,0,585000
738,2680,4,2,2,1989,2,2,0,0,620000
739,1670,4,2,1,1967,0,2,0,0,204700
740,3150,4,3,2,2001,3,2,0,0,695000
741,2740,4,3,2,2003,2,2,1,0,689900
742,1890,4,2,1,1960,1,3,1,0,375000
743,2870,7,4,1,1961,2,2,1,0,475000
744,1160,3,1,1,1969,1,3,0,0,215000
745,3550,4,2,2,1962,3,2,0,0,2100000
746,1790,3,2,1,1940,2,2,1,2,790000
747,1680,3,2,1,1940,1,3,1,0,350000
748,4560,3,2,2,1986,3,3,1,0,695000
749,1590,3,2,2,1991,0,3,0,0,263000
750,1630,3,1,1,1953,1,4,0,0,400000
751,2700,3,2,2,1991,3,2,0,0,525000
752,1700,3,2,2,1994,1,2,0,0,349950
753,3740,4,3,1,1988,3,2,1,0,1085000
754,1980,4,3,2,1941,2,2,0,0,744000
755,880,2,1,1,1919,2,2,0,0,312500
756,1400,3,2,1,1948,1,2,1,0,240000
757,2050,4,2,2,1941,2,4,1,0,495000
758,2360,3,2,2,1996,2,2,0,3,580050
759,2560,4,2,1,1947,2,3,1,0,640000
760,1340,3,2,1,1956,3,3,0,0,417000
761,1060,3,1,1,1970,0,4,0,0,174950
762,850,3,2,1,1986,2,2,0,0,295000
763,1880,4,2,1,1976,2,2,1,0,423000
764,1230,3,1,1,1955,3,2,0,0,839000
765,2290,4,2,1,1960,2,2,1,0,343000
766,1660,3,1,1,1946,2,4,1,0,467000
767,1840,3,2,2,1997,2,3,0,0,512500
768,3020,4,2,1,1979,2,2,1,0,575000
769,1410,3,2,1,1924,2,2,0,0,465000
770,1010,3,1,1,1969,1,2,0,0,270000
771,1960,3,2,1,1948,2,2,1,0,340000
772,3580,5,4,2,1999,2,2,1,0,765000
773,2240,4,2,2,1995,2,2,0,0,497000
774,3310,4,2,2,2004,3,2,0,0,803100
775,1232,3,2,3,2007,2,2,0,0,344000
776,3930,4,4,2,2013,2,2,1,1,828950
777,1720,3,2,2,2010,3,2,0,0,386380
778,1490,3,2,2,2009,2,2,1,0,312000
779,3150,3,2,2,2007,3,2,0,0,720000
780,3950,4,2,3,2013,3,2,0,0,914500
781,3030,5,3,2,2013,3,2,0,0,819995
782,1070,2,2,1,1985,0,2,0,0,252700
783,2320,3,2,2,1992,1,2,0,2,437500
784,700,1,1,1,1942,2,2,0,0,350000
785,2720,3,2,2,2005,2,2,0,0,619000
786,1800,3,2,2,1990,2,3,0,0,408200
787,1560,3,2,2,1926,2,2,1,2,451000
788,1760,3,2,1,1977,1,4,1,0,317000
789,3120,4,3,2,2005,2,2,1,0,799000
790,2020,2,1,1,1947,2,3,1,3,720000
791,1450,3,2,2,1900,2,2,0,0,490000
792,1860,4,2,1,1979,0,2,1,0,239900
793,2270,4,2,1,1977,2,2,1,0,446000
794,1480,3,2,2,1987,1,2,0,0,275000
795,1460,5,1,2,1941,0,3,0,0,239950
796,1850,4,4,2,1986,0,2,1,0,248000
797,2170,3,2,2,2003,2,2,0,0,619500
798,1726,3,2,2,1982,2,3,0,0,363750
799,1180,3,2,1,1981,3,3,1,0,385000
800,1370,4,2,1,1972,2,2,1,0,370000
801,2670,3,2,1,1988,0,3,0,0,425000
802,1260,3,1,1,1944,2,2,1,0,342000
803,1980,4,1,2,1962,1,2,0,0,345000
804,2050,3,2,1,1926,2,2,1,0,724800
805,2830,5,3,2,2006,3,2,0,0,725000
806,910,2,1,1,1909,2,3,0,0,605000
807,2440,4,2,2,2009,1,2,0,0,350000
808,2180,3,2,1,1904,2,4,1,0,785000
809,1900,3,2,1,1966,1,4,1,0,250000
810,1520,3,2,3,2013,2,2,0,0,565000
811,2220,3,2,1,1947,2,3,1,2,875000
812,3280,4,3,2,1996,3,2,0,0,862500
813,2740,3,2,2,1973,0,2,0,4,400000
814,830,2,1,1,1954,1,3,0,0,282613
815,1010,2,1,1,1955,0,2,0,0,174500
816,2060,3,2,1,1978,0,3,1,0,306500
817,1990,3,2,2,1984,3,2,0,0,445000
818,2280,4,2,2,2001,1,3,0,0,433000
819,1870,3,2,2,2005,0,2,0,0,306000
820,1720,3,2,2,1921,2,3,1,0,620000
821,870,2,1,1,1941,2,2,0,0,245000
822,1020,3,2,2,2004,2,2,1,0,238000
823,1260,3,2,2,1931,2,2,0,0,523000
824,2370,3,2,2,2003,2,2,0,0,522500
825,1000,3,1,1,1940,2,2,0,0,180000
826,1100,3,2,2,2007,2,2,1,0,375000
827,1440,3,2,1,1982,0,2,1,0,249000
828,3120,4,2,2,2003,2,2,0,0,730100
829,2260,2,2,1,1990,2,2,0,0,551000
830,2790,4,2,2,2005,0,2,0,0,375000
831,1140,1,1,2,1920,2,2,0,0,540000
832,1290,3,2,2,1987,2,3,0,0,605000
833,1730,5,2,1,1978,0,3,1,0,205000
834,3160,4,2,2,1983,3,2,0,0,645000
835,2340,4,2,2,2003,1,2,0,0,314000
836,1170,3,2,1,1960,3,3,0,0,330000
837,1160,2,1,1,1937,2,3,0,0,490000
838,1970,3,3,1,2010,1,2,0,0,445000
839,6490,5,4,2,1991,3,3,1,3,2000000
840,1410,3,2,2,2005,2,2,1,0,377500
841,2430,4,2,2,2009,2,2,0,0,480000
842,3360,5,2,2,2014,3,2,0,0,804995
843,1480,3,2,2,2012,2,2,1,0,341000
844,3200,5,2,2,2009,2,2,0,0,675000
845,2134,3,2,2,2008,2,2,0,0,611000
846,1860,3,3,3,2007,1,2,0,0,379950
847,5520,4,3,2,2008,3,2,1,3,1270000
848,1310,2,2,2,2006,2,2,1,0,500000
849,1700,3,2,1,1944,2,2,1,0,410000
850,2480,3,2,2,1986,1,2,0,0,415000
851,1970,5,2,2,1994,1,3,0,0,297000
852,2060,4,2,1,1985,3,2,1,0,575550
853,2130,3,2,1,1994,3,3,1,0,534640
854,1410,3,2,1,1987,2,2,1,2,352500
855,1360,2,2,1,1944,2,2,1,0,488000
856,1940,3,2,1,1954,3,4,0,0,732000
857,1610,2,2,2,1979,1,3,0,0,215000
858,1420,2,2,2,1928,2,4,0,2,592500
859,1700,4,2,2,1988,0,3,0,0,290000
860,1490,2,1,1,1929,2,2,1,0,475000
861,2680,3,2,2,1990,0,2,0,0,320000
862,3190,4,2,1,1967,3,4,1,3,1216000
863,2120,5,2,2,1962,1,4,0,0,290000
864,1690,4,2,2,1901,2,2,1,0,487250
865,1830,4,2,2,2003,1,2,0,0,339000
866,1010,2,2,2,1906,2,4,0,0,440000
867,2070,4,3,1,1945,1,4,1,0,366500
868,1710,3,2,2,1928,2,2,1,0,462000
869,1660,4,1,2,1945,2,2,1,0,560000
870,2080,4,2,1,1955,2,3,1,0,285000
871,1270,3,2,2,1993,1,2,0,0,280000
872,1080,3,1,1,1942,2,2,0,0,210000
873,1610,3,2,2,1940,2,4,0,0,690000
874,1120,2,1,1,1980,2,3,0,0,256500
875,2500,4,3,2,1966,2,2,0,0,411000
876,970,3,1,1,1970,0,3,0,0,215000
877,3370,5,2,2,1907,2,3,1,0,762000
878,1290,3,1,1,1960,0,3,0,0,359950
879,3370,4,4,2,2005,1,2,0,3,480000
880,3410,4,4,2,2008,3,2,0,0,1405000
881,2490,4,2,2,1999,0,2,0,0,390000
882,770,2,1,1,1924,2,4,0,0,413500
883,810,1,2,2,1982,2,3,0,0,285000
884,3060,4,2,1,1968,1,3,1,0,475000
885,1690,3,2,2,2014,2,2,1,0,386591
886,1890,3,2,1,1974,2,2,1,0,524950
887,1470,2,2,2,2005,1,2,0,0,241000
888,1060,2,1,1,1926,2,2,0,0,461000
889,3480,4,2,2,1988,3,2,0,0,810000
890,2730,4,3,2,1921,2,2,1,0,885000
891,1580,3,2,2,1986,0,3,0,0,247000
892,2170,3,3,1,1978,0,3,1,0,296500
893,930,2,1,1,1942,1,3,0,0,141800
894,1580,4,2,2,1906,2,1,0,0,333000
895,3290,5,2,2,1973,3,2,0,0,602000
896,2110,4,2,2,1979,2,3,0,0,565000
897,1670,3,2,2,1999,3,2,0,0,373000
898,2030,3,2,1,1977,3,3,1,0,588000
899,1500,3,1,2,1926,2,2,1,0,485000
900,1450,3,2,2,2005,2,2,1,0,482500
901,1310,4,2,1,1953,0,2,1,0,251200
902,4180,5,3,2,1979,2,3,1,0,869000
903,1630,3,2,1,1967,3,2,0,0,464000
904,2660,4,2,2,1993,3,2,0,0,755000
905,1720,3,2,2,2005,1,2,0,0,280000
906,1260,2,2,3,2004,2,2,0,0,485000
907,1610,3,2,1,1981,1,2,0,0,305000
908,680,2,1,1,1941,0,2,0,0,110700
909,2640,4,4,2,1937,2,2,0,2,850000
910,1640,3,2,2,1985,3,3,0,0,350000
911,2310,4,2,1,1976,1,3,1,0,319950
912,2010,3,2,1,1912,2,4,1,0,700000
913,1660,2,2,1,1908,2,4,1,0,368000
914,2200,3,2,2,2009,2,2,0,0,433500
915,2460,4,2,2,1998,3,2,0,0,611000
916,2430,2,2,1,1951,1,2,0,4,1000000
917,1370,3,1,1,1960,1,2,0,0,307000
918,1800,3,2,1,1967,1,2,0,0,442500
919,2200,3,2,2,1908,0,2,0,2,485000
920,700,2,1,1,1945,2,2,0,0,367000
921,1920,3,2,2,1995,1,2,0,0,429000
922,2190,5,3,1,1978,1,4,1,0,446000
923,2030,3,2,1,1984,3,3,1,0,572500
924,1350,3,2,3,2005,2,2,0,0,477000
925,1680,3,2,2,2008,2,2,1,0,518000
926,1250,5,2,1,1966,3,3,0,0,462000
927,2240,4,3,2,1914,2,3,1,0,1190000
928,950,3,1,1,1954,2,2,0,0,137000
929,2320,3,4,2,1997,2,2,1,0,530000
930,2380,2,2,1,2011,3,2,0,2,818000
931,1540,2,2,3,2007,2,2,0,0,640000
932,2100,5,3,1,2007,0,2,1,0,298450
933,2500,4,2,2,2013,2,2,0,0,575000
934,3230,4,2,2,2004,3,2,0,0,730000
935,2830,3,2,2,2001,1,2,0,0,551000
936,870,2,1,2,1906,2,1,0,0,271310
937,2690,4,3,1,1954,2,2,0,0,675000
938,1260,3,2,3,2008,2,2,0,0,479000
939,2680,4,4,2,1942,2,2,1,0,520000
940,2660,3,2,2,2014,2,2,0,0,599950
941,1480,2,2,1,1951,2,3,1,0,483945
942,1770,4,2,1,1965,1,3,1,0,390000
943,950,2,1,1,1926,2,2,0,0,192500
944,860,2,1,1,1948,2,3,0,0,330000
945,1960,4,2,1,1978,0,4,1,0,250000
946,1770,2,1,2,1943,2,3,1,0,243000
947,1280,4,2,1,1926,2,2,1,0,575000
948,2150,4,2,2,1982,3,3,0,0,639000
949,1790,2,1,1,1923,2,3,1,0,710000
950,1990,3,2,2,1987,3,3,0,0,675000
951,2430,5,2,2,2001,1,2,0,0,405000
952,2820,4,3,1,1965,3,2,1,0,615000
953,1910,3,1,1,1946,2,3,1,0,490000
954,1270,3,2,2,2005,2,2,1,0,467000
955,2050,4,3,1,1986,2,3,1,0,480000
956,2150,6,2,1,1952,2,2,1,0,755000
957,2450,4,2,1,1987,3,3,1,2,760000
958,1230,2,2,2,2012,2,2,1,0,387000
959,2260,4,2,1,1967,2,3,0,0,925000
960,1050,2,1,1,1943,0,3,0,0,415000
961,1570,3,2,2,1982,0,2,0,0,263000
962,1820,4,2,1,1967,3,3,0,0,519900
963,1540,2,2,1,1908,2,3,1,0,570000
964,2060,3,2,1,1953,3,2,0,0,450000
965,4380,4,4,1,2001,3,2,0,0,1300000
966,1090,3,1,1,1955,3,3,0,0,300000
967,1480,3,2,1,1965,1,3,0,0,320000
968,1320,4,1,2,1929,2,2,0,0,387500
969,2140,1,2,1,1976,3,2,1,0,458000
970,4560,4,4,1,1995,3,2,1,3,1212500
971,2800,4,3,2,2002,1,2,0,0,380000
972,1050,3,1,1,1967,1,3,0,0,200000
973,1490,3,2,1,1959,1,3,0,0,385000
974,1730,2,1,2,1945,2,3,0,0,396675
975,1210,4,1,2,1900,2,2,0,0,452000
976,2800,4,2,2,2004,1,2,0,0,426000
977,1570,3,2,2,1915,2,2,0,0,792000
978,1400,3,2,1,1987,0,1,1,0,315000
979,2850,4,2,1,1970,2,3,1,4,1275000
980,1880,6,3,1,1966,1,3,0,0,326000
981,790,2,1,1,1953,1,3,0,0,268500
982,1300,2,2,2,1948,2,2,0,0,440000
983,2120,3,1,1,1967,1,3,1,0,300000
984,1540,3,2,2,1941,2,2,0,0,525000
985,2620,4,3,2,1926,2,3,1,2,978000
986,2880,6,3,2,1919,2,3,1,0,1125000
987,1680,4,1,2,1921,2,2,0,0,700000
988,790,2,1,1,1955,3,2,0,0,315000
989,1092,3,1,2,1918,2,2,0,0,309000
990,1650,3,2,1,1967,0,2,1,0,219950
991,2090,3,2,2,2002,0,2,0,0,289000
992,2180,4,2,1,1950,0,2,1,0,210000
993,1990,4,2,2,1989,0,2,0,0,260000
994,2650,4,2,2,2006,2,2,0,0,699000
995,4460,4,4,1,1962,3,2,1,0,1800000
996,910,3,1,1,1950,1,3,1,0,299950
997,2770,3,2,2,1992,3,2,0,2,749950
998,2390,3,2,2,1939,2,4,0,1,1100000
999,3050,3,2,1,1987,1,3,0,0,555000
1000,1700,3,2,2,2003,2,2,0,0,384000
1001,3200,5,4,2,1989,1,2,0,0,499950
1002,1200,3,2,1,1906,2,4,0,0,430000
1003,2220,4,2,2,1999,1,3,0,0,350000
1004,2480,3,2,2,2004,3,2,0,0,620000
1005,2560,4,2,1,1976,3,3,1,0,765000
1006,2500,4,2,1,1961,0,3,1,0,250000
1007,1150,2,1,1,1947,2,2,0,0,376000
1008,1650,4,2,1,1950,2,3,1,0,475000
1009,1140,3,2,1,1969,0,3,0,0,120750
1010,3400,3,2,1,1957,2,4,1,2,1690000
1011,1180,3,1,1,1959,2,3,0,0,330000
1012,1700,3,2,2,1992,2,2,0,0,619500
1013,1240,3,2,1,1954,3,3,0,0,345000
1014,2890,5,2,2,1977,3,2,0,0,598000
1015,1060,3,1,1,1967,1,3,0,0,335000
1016,1590,4,2,2,1922,1,3,0,0,372500
1017,2860,6,5,2,1978,0,2,0,0,300000
1018,820,1,1,1,2007,2,2,1,0,194000
1019,2020,3,2,1,1963,3,2,1,0,507500
1020,1870,4,2,1,1959,2,3,1,0,325000
1021,2170,3,2,2,2004,1,2,0,0,329900
1022,1600,4,2,1,1947,2,2,1,0,329000
1023,2090,4,2,2,1925,2,3,1,0,494000
1024,1700,4,2,1,1978,0,2,0,0,206000
1025,1940,4,2,1,1941,2,3,1,0,423000
1026,1320,3,1,1,1957,1,3,0,0,259000
1027,3500,4,2,1,1938,2,3,1,4,879950
1028,2800,5,4,2,1903,2,2,0,0,345600
1029,1080,3,2,2,1920,2,3,0,0,395000
1030,3550,4,2,2,2007,2,2,0,0,625000
1031,2010,3,2,2,2003,1,2,1,0,439000
1032,1690,3,2,2,2008,2,2,1,0,380000
1033,1270,3,2,3,2007,2,2,0,0,440000
1034,1970,3,2,2,2008,2,2,1,0,415000
1035,3160,4,3,2,2014,2,2,0,0,860000
1036,1210,3,2,3,2008,2,2,0,0,500000
1037,3120,4,4,2,2008,2,2,1,0,953007
1038,2670,4,2,2,2006,1,2,0,0,515000
1039,1640,3,2,3,2014,2,2,0,0,772000
1040,2303,4,2,2,2013,0,2,0,0,329995
1041,1800,3,2,2,2014,2,2,0,0,409316
1042,4460,5,4,3,2013,2,2,1,2,490000
1043,1590,2,2,2,2009,2,2,1,0,305000
1044,3070,4,4,2,2009,2,2,1,0,785000
1045,1330,2,2,1,1993,0,2,0,0,240000
1046,990,3,1,1,1947,2,3,0,0,325000
1047,1900,4,2,2,1994,2,2,0,0,535800
1048,2020,3,2,3,2000,2,2,0,3,720000
1049,2000,3,2,1,1961,2,3,0,0,374000
1050,1100,2,2,1,1980,0,2,0,0,189650
1051,960,1,1,1,1945,1,4,0,0,420850
1052,3488,4,3,2,1998,3,2,0,0,815000
1053,1890,2,2,2,1987,3,2,0,0,1065000
1054,2030,4,2,2,1950,2,2,0,0,199000
1055,1380,3,2,1,1981,0,2,1,0,195000
1056,3660,4,3,2,1909,2,2,1,0,1506000
1057,1870,3,2,2,1997,1,2,0,0,288400
1058,2080,4,2,1,1979,3,3,1,0,442000
1059,2450,4,3,2,1988,3,3,0,0,619420
1060,2750,4,2,1,1948,2,3,1,0,635000
1061,1240,3,1,1,1916,2,3,0,0,210000
1062,1900,3,2,2,1990,2,2,0,0,512500
1063,2540,3,2,2,1999,2,2,0,0,567000
1064,2100,3,3,2,1998,2,2,1,0,525000
1065,1790,4,2,1,1909,2,3,1,2,475000
1066,1170,3,2,1,1984,0,2,0,0,250000
1067,1060,3,1,1,1956,1,4,0,2,220000
1068,1930,5,2,2,1941,2,2,0,0,230000
1069,1540,3,2,1,1961,2,2,1,0,385500
1070,2876,5,3,1,1973,3,3,1,2,895000
1071,2150,3,2,2,1988,3,2,0,0,368250
1072,1140,2,1,1,1947,2,2,0,0,249900
1073,980,3,2,1,1969,2,4,0,0,350000
1074,1230,3,2,1,1962,0,3,0,0,175000
1075,1390,3,2,1,1957,2,2,1,0,270000
1076,2380,3,4,2,1997,2,2,1,3,495000
1077,3690,3,3,2,2007,2,2,0,0,1580000
1078,3010,5,3,2,1931,2,4,1,0,542500
1079,1250,3,1,1,1969,3,2,0,0,330000
1080,2290,4,3,2,1926,2,3,1,0,1003000
1081,790,2,1,1,1925,2,3,0,0,299800
1082,2720,3,2,2,2002,0,2,0,0,299900
1083,2550,4,3,1,1972,2,2,1,0,691000
1084,1080,2,1,1,1972,0,3,0,0,195000
1085,2470,3,2,1,1962,0,3,1,1,405000
1086,850,2,1,1,1909,2,4,1,2,360000
1087,1990,3,2,1,1969,0,2,1,0,256750
1088,1800,3,2,2,1995,1,2,0,0,332500
1089,4850,5,4,2,1977,3,2,0,0,975000
1090,1020,3,1,1,1956,2,2,0,0,218000
1091,2420,3,2,2,1985,2,2,1,0,429000
1092,2910,4,2,2,1998,2,2,0,2,589000
1093,1060,3,2,1,1973,1,2,0,0,255000
1094,2340,4,2,1,1964,1,2,1,2,668750
1095,1800,4,3,1,2002,1,2,1,0,344500
1096,1660,4,2,1,1945,2,2,1,0,452000
1097,1300,3,2,1,1983,3,2,0,0,540000
1098,1780,3,2,1,1953,2,2,0,0,246000
1099,1030,2,1,1,1939,2,2,1,0,535000
1100,2790,4,3,1,1963,1,2,1,3,970000
1101,1150,3,1,1,1906,2,4,0,0,430000
1102,3290,4,2,2,1992,1,2,0,0,520000
1103,3400,4,2,2,2001,2,2,0,0,712000
1104,1200,2,1,1,1940,2,2,1,0,450000
1105,2160,4,2,2,1993,0,2,0,0,220000
1106,1450,3,1,1,1948,2,3,1,1,525000
1107,3240,4,2,2,2008,2,2,1,0,1220000
1108,1470,3,2,2,2007,2,2,1,0,540000
